Hospital_Name (clean),Hospital Name rev 2,Country
"RS THE CARDIOLOGY PRACTICE, SINGAPORE, Singapore",CARDIOLOGY PRACTICE SINGAPORE,Singapore
"RS ADVANCE UROLOGY ASSOCIATES PTE LTD, SINGAPORE,",ADVANCED UROLOGY ASSOCIATES PTE LTD,Singapore
"RS PROF MUHAYA EYE AND LASIK CENTRE, INDONESIA, In",RS PROF MUHAYA EYE AND LASIK CENTRE,Indonesia
"RS APOTEK KASIH BUNDA, INDONESIA, Indonesia",APOTEK KASIH BUNDA,Indonesia
"RS KHUSUS BEDAH SS MEDIKA JAKARTA PUSAT, JAKARTA P",RS KHUSUS BEDAH SS MEDIKA,Indonesia
"RS QIM, INDONESIA, Indonesia",RS QIM,Indonesia
"RS MOUNT MIRIAM CANCER HOSPITAL, PENANG, Malaysia",MOUNT MIRIAM CANCER HOSPITAL MALAYSIA,Malaysia
"RS APOTEK ADHI GUNA FARMA 2, DENPASAR, Indonesia",APOTEK ADHI GUNA FARMA 2,Indonesia
"RS dr. WANTY SAHLI, Sp. A, MAKASSAR, Indonesia",RS DR WANTY SAHLI SPA,Indonesia
"RS KASOEM HEARING SPEECH, INDONESIA, Indonesia",RS KASOEM HEARING SPEECH,Indonesia
"RS KMN EYE CARE KEMAYORAN, INDONESIA, Indonesia",KLINIK MATA NUSANTARA KEMAYORAN,Indonesia
"RS PELITA INSANI, MARTAPURA, Indonesia",RS PELITA INSANI,Indonesia
"RS SANTO ANTONIO BATURAJA, PALEMBANG, Indonesia",RS SANTO ANTONIO BATURAJA,Indonesia
"RS APOTEK PELITA SARI, INDONESIA, Indonesia",APOTEK PELITA SARI,Indonesia
"RS DR YANI, INDONESIA, Indonesia",RS DR YANI,Indonesia
"RS dr. PIY ISMAHUN, INDONESIA, Indonesia",RS DR P Y ISMAHUN,Indonesia
"RS PRO PHYSIO, SINGAPORE, Singapore",PRO PHYSIO SINGAPORE,Singapore
"RS DR DIAN PRATAMASTUTI, INDONESIA, Indonesia",RS DR DIAN PRATAMASTUTI,Indonesia
"RS APOTEK KIMIA FARMA KUSUMA BANGSA, INDONESIA, In",KIMIA FARMA KUSUMA BANGSA,Indonesia
"RS NOVENA HEART CENTRE, SINGAPORE, Singapore",NOVENA HEART CENTRE SINGAPORE,Singapore
"RS GYNAECOLOGY ONCOLOGY, SINGAPORE, Singapore",GYNAE ONCOLOGY CENTRE PTE LTD SINGAPORE,Singapore
"RS PELENGKAP MEDICAL CENTER, JOMBANG, Indonesia",RS PELENGKAP MEDICAL CENTER,Indonesia
"RS APOTIK SENOPATI, INDONESIA, Indonesia",APOTEK SENOPATI,Indonesia
"RS AL IRSYAD, INDONESIA, Indonesia",RS AL IRSYAD,Indonesia
"RS DR DAMAYANTI, INDONESIA, Indonesia",RS DR DAMAYANTI,Indonesia
"RS UNITED SURGICARE SDN BHD, MALAYSIA, Malaysia",UNITED SURGICARE SDN BHD MALAYSIA,Malaysia
"RS KP LIM GASTROENTEROLOGY MED CLINIC, SINGAPORE,",KP LIM GASTROENTEROLOGY MED CLINIC SINGAPORE,Singapore
"RS RSUD CENGKARENG, INDONESIA, Indonesia",RSUD CENGKARENG,Indonesia
"RS PROF ABDUL HAFID BAJAMAL, INDONESIA, Indonesia",RS PROF ABDUL HAFID BAJAMAL,Indonesia
"RS THE NEW BRAIN CLINIC, INDONESIA, Indonesia",RS THE NEW BRAIN CLINIC INDONESIA,Indonesia
"RS GLAD CLINIC, SINGAPORE, Singapore",GLAD CLINIC SINGAPORE,Singapore
"RS MOUNT ALVERINA HOSPITAL, SINGAPORE, Singapore",MOUNT ALVERNIA HOSPITAL SINGAPORE,Singapore
"RS CENTRE FOR HAND RECONSTRUCTIVE MICROSURGERY, S",CENTRE FOR HAND RECONSTRUCTIVE MICROSURGERY,Indonesia
"RS KARISMA CIMAREME, BANDUNG, Indonesia",RS KARISMA CIMAREME,Indonesia
"RS FOCAL EYE CENTRE, SINGAPORE, Singapore",FOCAL EYE CENTRE SINGAPORE,Singapore
"RS RS. PLUIT, JAKARTA, Indonesia",RS PLUIT,Indonesia
"RS PLUIT, JAKARTA, Indonesia",RS PLUIT,Indonesia
"RS MAMAMI, KUPANG, Indonesia",RS MAMAMI,Indonesia
"RS RUMAH SAKIT UMUM MAMAMI, KUPANG, Indonesia",RS UMUM MAMAMI,Indonesia
"RS APOTIK GUNA SEHAT, INDONESIA, Indonesia",APOTEK DUNIA SEHAT,Indonesia
"RS APOTEK CARDEA, INDONESIA, Indonesia",APOTEK CARDEA,Indonesia
"RS PRODIA LABORATORIUM CIREBON, CIREBON, Indonesia",PRODIA CIREBON,Indonesia
"RS DR TASWIN, INDONESIA, Indonesia",RS DR TASWIN,Indonesia
"RS ISLAND HOSPITAL MALAYSIA, MALAYSIA, Malaysia",ISLAND HOSPITAL MALAYSIA,Malaysia
"RS KAMCOLORECTAL CENTRE, SINGAPORE, Singapore",KAMCOLORECTAL CENTRE SINGAPORE,Singapore
"RS HN TAY ROBOTIC SURGERY, SINGAPORE, Singapore",HN TAY ROBOTIC SURGERY SINGAPORE,Singapore
"RS MALANG EYE CENTER, INDONESIA, Indonesia",RS MALANG EYE CENTER,Indonesia
"RS RSCM KENCANA, JAKARTA, Indonesia",RSUP DR CIPTO MANGUNKUSUMO KENCANA,Indonesia
"RS PUSAT JANTUNG NASIONAL, JAKARTA, Indonesia",RS JANTUNG DAN PEMBULUH DARAH HARAPAN KITA,Indonesia
"RS KL, INDONESIA, Indonesia",RS KL,Indonesia
"RS KL KLINIK, INDONESIA, Indonesia",RS KL KLINIK,Indonesia
"RS DR KIPSANANG SP.B, INDONESIA, Indonesia",RS DR KIPSANANG SPB,Indonesia
"RS DR KIPSANANG, INDONESIA, Indonesia",RS DR KIPSANANG,Indonesia
"RS APOTIK PRAYOGI, INDONESIA, Indonesia",APOTEK PRAYOGI,Indonesia
"RS THE HEART CLINIC PTE LTD, SINGAPORE, Singapore",HEART SPECIALIST CLINIC SINGAPORE,Singapore
"RS DR SRI, INDONESIA, Indonesia",RS DR SRI,Indonesia
"RS ISLAM BANJARMASIN, INDONESIA, Indonesia",RS ISLAM BANJARMASIN,Indonesia
"RS KMN JAKARTA SEKATAN, INDONESIA, Indonesia",KLINIK MATA NUSANTARA JAKARTA SELATAN,Indonesia
"RS DR H SUHENDIWIJAYA, INDONESIA, Indonesia",RS DR H SUHENDIWIJAYA,Indonesia
"RS NK CHIN CHEST MEDICAL CLINIC PTE LTD, SINGAPOR",NK CHIN CHEST MEDICAL CLINIC PTE LTD SINGAPORE,Singapore
RS NOVENA BLADELESS CATARACT SURGERY EYE SPECIALI,NOVENA BLADELESS CATARACT EYE SPECIALIST CENTRE,Singapore
"RS JAKARTA HEART CENTER, INDONESIA, Indonesia",RS JAKARTA HEART CENTER,Indonesia
"RS APOTEK RICKY FARMA, INDONESIA, Indonesia",APOTEK RICKY FARMA,Indonesia
"RS RS. Hapsah, Indonesia, Indonesia",RS HAPSAH,Indonesia
"RS HAPSAH, INDONESIA, Indonesia",RS HAPSAH,Indonesia
"KLINIK UTAMA ANANDA SIAGA, INDONESIA, Indonesia",KLINIK UTAMA ANANDA SIAGA,Indonesia
"RS ISLAND HOSPITAL PENANG, PENANG, Malaysia",ISLAND HOSPITAL PENANG,Malaysia
"RS KMN, JAKARTA, Indonesia",KLINIK MATA NUSANTARA,Indonesia
"RS DIGESTIYE LIVER SURGERY, SINGAPORE, Singapore",DIGESTIVE LIVER SURGERY SINGAPORE,Singapore
"RS CLINIC AND SURGERY FOR WOMEN, SINGAPORE, Singap",CLINIC AND SURGERY FOR WOMEN SINGAPORE,Singapore
"RS EYE AND RETINA SURGEONS, SINGAPORE, Singapore",EYE AND RETINA SURGEONS SINGAPORE,Singapore
"RS SNEC EYE ASSOCIATES, SINGAPORE, Singapore",SINGAPORE NATIONAL EYE CENTER SNEC,Singapore
"RS DR M CONNIE UNTARIO SPAK, INDONESIA, Indonesia",RS DR M CONNIE UNTARIO SPA,Indonesia
"LAB DAN KLINIK PRAMITA, INDONESIA, Indonesia",LABORATORIUM DAN KLINIK PRAMITA,Indonesia
"RS PUTRA SPECIALIST HOSPITAL (MELAKA) Sdn. Bhd., M",PUTRA SPECIALIST HOSPITAL MELAKA SDN BHD MALAYSIA,Malaysia
"RS DR NOVIATI, INDONESIA, Indonesia",RS DR NOVIATI,Indonesia
"RS DR SANDER, INDONESIA, Indonesia",RS DR SANDER,Indonesia
"RS RSUM SURYA MELATI, INDONESIA, Indonesia",RSUM SURYA MELATI,Indonesia
"RS THOMSON WOMEN CANCER CENTRE, SINGAPORE, Singapo",THOMSON WOMEN CANCER CENTER SINGAPORE,Singapore
"RS APOTIK YAKIN, INDONESIA, Indonesia",APOTEK YAKIN,Indonesia
"RS APOTIK BIMA 5, INDONESIA, Indonesia",APOTEK BIMA 5,Indonesia
"RS HORAS INSANI PEMATANG SIANTAR, PEMATANG SIANTAR",RS HORAS INSANI PEMATANG SIANTAR,Indonesia
"RS KASIH IBU TABANANU, TABANAN, Indonesia",RSU KASIH IBU TABANAN,Indonesia
"RS APOTIK VICTORY, INDONESIA, Indonesia",APOTEK VICTORY,Indonesia
"RS ONCOCARE CANCER CENTRE, SINGAPORE, Singapore",ONCOCARE CANCER CENTRE SINGAPORE,Singapore
"RS MEDICAL LIVER GASTRO SPECIALIST CENTER, MALAYS",MEDICAL LIVER GASTRO SPECIALIST CENTER MALAYSIA,Malaysia
"RS APOTEK ROXY, JAKARTA, Indonesia",APOTEK ROXY,Indonesia
"RS EH HEART SPECIALIST PRIVATE LIMITED, SINGAPORE,",EH HEART SPECIALIST PRIVATE LIMITED SINGAPORE,Singapore
"RS HAJI PONDOK GEDE JAKARTA, JAKARTA TIMUR, Indone",RS HAJI PONDOK GEDE JAKARTA,Indonesia
"RS APOTIK SINAR KENCANA, MALANG, Indonesia",APOTEK SINAR KENCANA,Indonesia
"RS dr. MARWAN MOEHARMAN dr. SUTRISNO, MEDAN, Ind",RS DR MARWAN MOEHARMAN,Indonesia
"RS dr. I. NYOMAN SEMITA, Sp. OT, Spine, JEMBER, In",RS DR I NYOMAN SEMITA SPOT,Indonesia
"RS APOTIK BIMA, JEMBER, Indonesia",APOTEK BIMA,Indonesia
"RS RSUD SUMBER HIDUP, MALUKU, Indonesia",RS SUMBER HIDUP,Indonesia
"RS DR SUGIRI, INDONESIA, Indonesia",RS DR SUGIRI,Indonesia
"RS EFARINA ETAHAM BRASTAGI, KARO, Indonesia",RS EFARINA ETAHAM BRASTAGI,Indonesia
"RS APOTEK HARAPAN SEHAT, INDONESIA, Indonesia",APOTEK HARAPAN SEHAT,Indonesia
"RS VANIA BOGOR, BOGOR, Indonesia",RS VANIA BOGOR,Indonesia
"RS RSUP DR KARIADI, INDONESIA, Indonesia",RS DOKTER KARIADI,Indonesia
"RS SP CHEW SURGERY, SINGAPORE, Singapore",SP CHEW SURGERY SINGAPORE,Singapore
"RS HOPE CHILDREN HOSPITAL, SINGAPORE, Malaysia",HOPE CHILDREN HOSPITAL PENANG,Malaysia
"RS LAB. DR. TONY, BANJARMASIN, Indonesia",LAB DR TONY,Indonesia
"RS HARAPAN PEMATANG SIANTAR, PEMATANG SIANTAR, Ind",RS HARAPAN PEMATANG SIANTAR,Indonesia
"RS COLORECTAL SURGEONS INC, SINGAPORE, Singapore",COLORECTAL SURGEONS INC SINGAPORE,Singapore
"RS BIOTEST LABORATORIUM KLINIK, INDONESIA, Indones",BIO TEST LABORATORIUM KLINIK,Indonesia
"RS APOTEK DUTA MAS, INDONESIA, Indonesia",APOTEK DUTA MAS,Indonesia
"RS SITI AISYAH MADIUNI, MADIUN, Indonesia",RS SITI AISYAH MADIUN,Indonesia
"RS APOTEK SMART PAEDI, INDONESIA, Indonesia",APOTEK SMART PAEDI,Indonesia
"RS APOTIK KENJERAN, SURABAYA, Indonesia",APOTEK KENJERAN,Indonesia
"RS DR. HAFIZ (RSDH), CIANJUR, Indonesia",RS DR HAFIZ RSDH,Indonesia
"RS PROF DR HARSINEN, INDONESIA, Indonesia",RS PROF DR HARSINEN,Indonesia
"RS PARKWAY HELATH LABORATORY, SINGAPORE, Singapore",PARKWAY HEALTH LABORATORY SINGAPORE,Singapore
"RS ANTHONY HENG SURGERY, SINGAPORE, Singapore",RS ANTHONY HENG SURGERY,Singapore
"RS FeM SURGERY, SINGAPORE, Singapore",FEM SURGERY SINGAPORE,Singapore
"RS PRIME HEART CENTRE PTE LTD, SINGAPORE, Singapor",PRIME HEART CENTRE PTE LTD SINGAPORE,Singapore
"RS KRAMAT 128 JAKARTA PUSAT, JAKARTA PUSAT, Indone",RS KRAMAT 128,Indonesia
"RS HERMINA PADANG, PADANG, Indonesia",RS HERMINA PADANG,Indonesia
"RSIA SAMUDRA HUSADA, MAGETAN, Indonesia",RSIA SAMUDRA HUSADA,Indonesia
"RS MORULA IVF SURABAYA, SURABAYA, Indonesia",RS MORULA IVF SURABAYA,Indonesia
"LAB DAN KLINIK PRODIA, JAKARTA, Indonesia",PRODIA JAKARTA,Indonesia
"RS APOTEK JOHAR MEDIKA, INDONESIA, Indonesia",APOTEK JOHAR MEDIKA,Indonesia
"RS EPICENTRUM MEDICAL CENTER, INDONESIA, Indonesia",RS EPICENTRUM MEDICAL CENTER,Indonesia
"RS BHAKTI MEDICARE SUKABUMI, SUKABUMI, Indonesia",RS BHAKTI MEDICARE SUKABUMI,Indonesia
"RS Lim Ing Ruen Ent Clinic, Singapore, Singapore",LIM ING RUEN ENT CLINIC SINGAPORE,Singapore
"RS DR AYLING SANJAYA SP.A, INDONESIA, Indonesia",RS DR AYLING SANJAYA,Indonesia
"RS MULIA PAJAJARAN BOGOR, BOGOR, Indonesia",RS MULIA PAJAJARAN,Indonesia
"RS KOTA BOGORUD, BOGOR, Indonesia",RSUD KOTA BOGOR,Indonesia
"RS dr. Caecilia Nancy, SpA, Indonesia, Indonesia",RS DR CAECILIA NANCY SPA,Indonesia
"RS E.C. TAN PTE LTD, SINGAPORE, Singapore",E C TAN PTE LTD SINGAPORE,Singapore
"RS RST WIRASAKTI, INDONESIA, Indonesia",RST WIRASAKTI,Indonesia
"RS DR MED BAMBANG, INDONESIA, Indonesia",RS DR MED BAMBANG,Indonesia
"RS PRODIA KEBAYORAN LAMA, INDONESIA, Indonesia",PRODIA KEBAYORAN LAMA,Indonesia
"RS SEMEN PADANG HOSPITAL, PADANG, Indonesia",RS SEMEN PADANG HOSPITAL,Indonesia
"RS The Royal Melbourne Hospital-City Campus, MELBO",ROYAL MELBOURNE HOSPITAL-CITY CAMPUS AUSTRALIA,Australia
"RS PRODIA LABORATORIUM BLITAR, BLITAR, Indonesia",PRODIA BLITAR,Indonesia
"RS DENTAL CARE, JAKARTA, Indonesia",RS DENTAL CARE JAKARTA,Indonesia
"RS MMC, JAKARTA, Indonesia",RS METROPOLITAN MEDICAL CENTRE (MMC),Indonesia
"RS RSUD Dr, SOETOMO, SURABAYA, Indonesia",RSUD DR SOETOMO,Indonesia
"RS TRISENSA DIAGNOSTIC CENTRE, SURABAYA, Indonesia",RS TRISENSA DIAGNOSTIC CENTER,Indonesia
"RS ORTHOSPORT, SINGAPORE, Singapore",ORTHO SPORTS SINGAPORE,Singapore
"RS ID CONSULT SPECIALIST CLINIC, SINGAPORE, Singap",ID CONSULT SPECIALIST CLINIC SINGAPORE,Singapore
"RS EC TAN PTE LTD, SINGAPORE, Singapore",E C TAN PTE LTD SINGAPORE,Singapore
"RS APOTEK CEMPAKA, INDONESIA, Indonesia",APOTEK CEMPAKA,Indonesia
"RS DR GITA LAMPITA, INDONESIA, Indonesia",RS DR GITA LAMPITA,Indonesia
"RS APOTEK SARI MEDIKA, INDONESIA, Indonesia",APOTEK SARI MEDIKA,Indonesia
"RS MUHAMMADIYAH BANDUNG, BANDUNG, Indonesia",RS MUHAMMADIYAH BANDUNG,Indonesia
"RS PUPUK KALTIM PRIMA SANGATTA, INDONESIA, Indones",RS PUPUK KALTIM PRIMA SANGATTA,Indonesia
RS CODEN SPECIALIST DENTAL IMPLANT MAXILLOFACIAL A,CODEN SPECIALIST DENTAL IMPLANT MAXILLOFACIAL A,Singapore
"RS KARMEL STROKE CENTRE, JAKARTA, Indonesia",RS KARMEL STROKE CENTRE,Indonesia
"RS APOTIK SEHATI JAYA, JAKARTA, Indonesia",APOTEK SEHATI JAYA,Indonesia
"RS RSUD KARYADI, SEMARANG, Indonesia",RSUD KARYADI,Indonesia
"RS APOTEK KHARISMA, SEMARANG, Indonesia",APOTEK KHARISMA,Indonesia
"RS DR BRAHMANA, INDONESIA, Indonesia",RS DR BRAHMANA,Indonesia
"RS PROF DR BAGIADA ASSOCIATES, INDONESIA, Indones",RS PROF DR BAGIADA ASSOCIATES,Indonesia
"RS DR CHANDRA IWANK DSS, INDONESIA, Indonesia",RS DR CHANDRA IWAN K,Indonesia
"RS KLINIK, INDONESIA, Indonesia",RS KLINIK,Indonesia
"RS HARRY FOK SURGERY, SINGAPORE, Singapore",HARRY FOK SURGERY SINGAPORE,Singapore
"RS WEE BREAST GENERAL, SINGAPORE, Singapore",WEE BREAST GENERAL SURGERY PTE LTD SINGAPORE,Singapore
"RS BLUD RSUD KOTA DUMAI, INDONESIA, Indonesia",RS BLUD RSUD KOTA DUMAI,Indonesia
"RS APOTIK MARI, INDONESIA, Indonesia",APOTEK MARI,Indonesia
"RS KET RENAL CARE SDN BHD, MALAYSIA, Malaysia",KET RENAL CARE SDN BHD MALAYSIA,Malaysia
"RS KAMAR MEDIKA, MOJOKERTO, Indonesia",RS KAMAR MEDIKA,Indonesia
"RS Murni Teguh Sudirman Jakarta, Jakarta, Indonesi",RS MURNI TEGUH SUDIRMAN,Indonesia
"RS CENTRE FOR UROLOGY, SINGAPORE, Singapore",CENTRE FOR UROLOGY ROBOTIC MINIMALLY INVASIVE,Singapore
"RS HERMINA MEDAN, MEDAN, Indonesia",RS HERMINA MEDAN,Indonesia
"RS STOMACH LIVER AND BOWEL CLINIC, SINGAPORE, Sing",STOMACH LIVER AND BOWEL CLINIC SINGAPORE,Singapore
"RS KMN PIK, INDONESIA, Indonesia",KLINIK MATA NUSANTARA PANTAI INDAH KAPUK,Indonesia
"RS PARKWAT HEALTH LABORATORY, SINGAPORE, Singapore",PARKWAY HEALTH LABORATORY SINGAPORE,Singapore
"RS WC CHENG ASSOCIATES PTE LTD, SINGAPORE, Singapo",WC CHENG ASSOCIATES PTE LTD SINGAPORE,Singapore
"KLINIK MODERN DASA MEDIKA, INDONESIA, Indonesia",KLINIK MODERN DASA MEDIKA,Indonesia
"RS PRODIA LABORATORIUM CLINIC SUNTER GRIYA, JAKAR",PRODIA SUNTER,Indonesia
"RS EYE SURGEONS NAPIER, SINGAPORE, Singapore",EYE SURGEONS NAPIER SINGAPORE,Singapore
"RS ASIAN HEART VASCULAR CENTRE PTE LTD, SINGAPORE,",ASIAN HEART AND VASCULAR CENTRE SINGAPORE,Singapore
"RS DR DIAN PRATAMASTUTI SPA, INDONESIA, Indonesia",RS DR DIAN PRATAMASTUTI SPA,Indonesia
"RS UNIT FARMASI LEO, BANDAR LAMPUNG, Indonesia",RS LEO,Indonesia
"RS Clinic dr Azhk Zachariah Philip, MALAYSIA, Mala",CLINIC DR AZHK ZACHARIAH PHILIP MALAYSIA,Malaysia
"RS DR OON CHONG JIN, SINGAPORE, Singapore",RS DR OON CHONG JIN SINGAPORE,Singapore
"RS PANASIA SURGERY, SINGAPORE, Singapore",PANASIA SURGERY SINGAPORE,Singapore
"RS CARDIOLOGY CLINIC PTE LTD, SINGAPORE, Singapore",CARDIOLOGY CLINIC PTE LTD SINGAPORE,Singapore
"RS RSUD MAMUJU TENGAH, INDONESIA, Indonesia",RSUD MAMUJU TENGAH,Indonesia
"RS MMC JAKARTA, JAKARTA, Indonesia",RS METROPOLITAN MEDICAL CENTRE (MMC),Indonesia
RS DESMOND WAI LIVER GASTROINTESTINAL DISEASES CE,DESMOND WAI LIVER GASTROINSTENTINAL DISEASES CENTRE,Singapore
"RS SANODOC, INDONESIA, Indonesia",RS SANODOC,Indonesia
"RS ORTHO SPORTS, SINGAPORE, Singapore",ORTHO SPORTS SINGAPORE,Singapore
"RS DR SANTOSO, INDONESIA, Indonesia",RS DR SANTOSO,Indonesia
"RS PANTAI INDAH KAPUK JAKARTA, JAKARTA UTARA, Indo",RS PANTAI INDAH KAPUK,Indonesia
"RS PERMATA BUNDA MALANG, MALANG, Indonesia",RS PERMATA BUNDA MALANG,Indonesia
"RS JUANDA KUNINGAN, KUNINGAN, Indonesia",RS JUANDA KUNINGAN,Indonesia
"RS GRHA PERMATA IBU DEPOK, DEPOK, Indonesia",RS GRHA PERMATA IBU DEPOK,Indonesia
"RS DR ERIC HALIM, INDONESIA, Indonesia",RS DR ERIC HALIM,Indonesia
"RS MMC, INDONESIA, Indonesia",RS METROPOLITAN MEDICAL CENTRE (MMC),Indonesia
"RS dr. Rosalia Desi Susanto, Indonesia, Indonesia",RS DR ROSALIA DESI SUSANTO,Indonesia
"RS Apotek Omura, Indonesia, Indonesia",APOTEK OMURA,Indonesia
"RS Apotek K24, Indonesia, Indonesia",APOTEK K24,Indonesia
"RS dr. Tri Dyah Rumanti, Indonesia, Indonesia",RS DR TRI DYAH RUMANTI,Indonesia
"RS CH LOW EYE SURGICAL CENTRE PTE LTD, SINGAPORE,",CH LOW EYE SURGICAL CENTRE PTE LTD SINGAPORE,Singapore
"RS AMPANG ENDOSCOPY CENTRE SDN BHD, MALAYSIA, Mala",AMPANG ENDOSCOPY CENTRE SDN BHD MALAYSIA,Malaysia
"RS DR JULIUS, INDONESIA, Indonesia",RS DR JULIUS,Indonesia
"KLINIK GINEKOLOGI JAKARTA, INDONESIA, Indonesia",KLINIK GINEKOLOGI DAN INFERTILITAS JAKARTA,Indonesia
"RS DR TT CARDIOLOGY CLINIC, SINGAPORE, Singapore",TT LIM CARDIOLOGY CLINIC SINGAPORE,Singapore
"RS DR JEFFREY D ADIPRANOTO, INDONESIA, Indonesia",RS DR JEFFREY D ADIPRANOTO,Indonesia
"RS PROF ABDUL HAFID, INDONESIA, Indonesia",RS PROF ABDUL HAFID,Indonesia
"RS BHAYANGKARA KEDIRI, INDONESIA, Indonesia",RS BHAYANGKARA KEDIRI,Indonesia
"RS ISLAM LUMAJANG, LUMAJANG, Indonesia",RS ISLAM LUMAJANG,Indonesia
"RS GASTROENTEROLOGY CLININ PTE LTD, SINGAPORE, Sin",GASTROENTEROLOGY CLINIC PTE LTD SINGAPORE,Singapore
"RS Prof. Drg. COEN PRAMONO D, SU., SpBM (K), SURAB",RS PROF DRG COEN PRAMONO D SU SPBM (K),Indonesia
"RS NY WONG SURGERY, SINGAPORE, Singapore",NY WONG SURGERY SINGAPORE,Singapore
"RS CHENG HSIN GENERAL HOSPITAL RECEIPT, TAIWAN, Ta",CHENG HSIN GENERAL HOSPITAL RECEIPT TAIWAN,Taiwan
"RS Sing Health Community Hospital, Singapore, Sing",SING HEALTH COMMUNITY HOSPITAL SINGAPORE,Singapore
"RS dr. Martin, Indonesia, Indonesia",RS DR MARTIN,Indonesia
"RS MALANG EYE CENTRE, MALANG, Indonesia",RS MALANG EYE CENTER,Indonesia
"RS BUNDA ALIYAH JAKARTA, JAKARTA TIMUR, Indonesia",RS BUNDA ALIYAH JAKARTA,Indonesia
"RS K C CHING CLINIC SURGERY FOR WOMEN PL, SINGAPO",K C CHING CLINIC SURGERY FOR WOMEN PL SINGAPOPORE,Singapore
"RS ST. LUKES INTERNATIONAL HOSPITAL, TOKYO, Japan",ST LUKES INTERNATIONAL HOSPITAL TOKYO JAPAN,Japan
"RS SINAR KENCANA OPTIK, MALANG, Indonesia",SINAR KENCANA OPTIK MALANG,Indonesia
"RS APOTEK SINAR KENCANA, MALANG, Indonesia",APOTEK SINAR KENCANA,Indonesia
"RS DUNIA SEHAT MEDICAL SEHAT, INDONESIA, Indonesia",RS DUNIA SEHAT MEDICAL SEHAT,Indonesia
"RS Apotek Manjur Puri, Indonesia, Indonesia",APOTEK MANJUR PURI,Indonesia
"RS RS. Khusus Mata Smec, Indonesia, Indonesia",RS KHUSUS MATA SMEC,Indonesia
"RS Orthopaedic Associates, Singapore, Singapore",ORTHOPAEDIC ASSOCIATES SINGAPORE,Singapore
"RS RS. Bhayangkara Kediri, Indonesia, Indonesia",RS BHAYANGKARA KEDIRI,Indonesia
"KLINIK WIJAYA, INDONESIA, Indonesia",KLINIK WIJAYA,Indonesia
"RS RADITYA MEDICAL CENTER, DEPOK, Indonesia",RS RADITYA MEDICAL CENTER,Indonesia
"RS dr. Gede Utomo, SpA, Indonesia, Indonesia",RS DR GEDE UTOMO SPA,Indonesia
"RS ROYAL PRIMA MEDAN, MEDAN, Indonesia",RS ROYAL PRIMA MEDAN,Indonesia
"RS APOTEK ADHI GUNA FARMA 2, INDONESIA, Indonesia",APOTEK ADHI GUNA FARMA 2,Indonesia
"RS SIMA LAB DAN KLINIK, MALANG, Indonesia",LABORATORIUM KLINIK SIMA,Indonesia
"RS S H HO UROLOGY AND LAPAROSCOPY CENTRE, SINGAPOR",S H HO UROLOGY AND LAPAROSCOPY CENTRE SINGAPORE,Singapore
"RS RAVENNA UROLOGY CLINIC PTE LTD, SINGAPORE, Sing",RAVENNA UROLOGY CLINIC PTE LTD SINGAPORE,Singapore
"RS DR ERWIN GUNADI, INDONESIA, Indonesia",RS DR ERWIN GUNADI,Indonesia
"RS APOTIK LILIS, INDONESIA, Indonesia",APOTEK LILIS,Indonesia
"RS ORTHOPAEDIC HAND MRI OHM NOVENA PTE LTD, SINGA",ORTHOPAEDIC HAND MRI OHM NOVENA PTE LTD SINGAPORE,Singapore
"RS ISLAND ORTHOPAEDIC CONSULTANTS PTE LTD, SINGAPO",ISLAND ORTHOPAEDIC CONSULTANS PTE LTD SINGAPORE,Singapore
"Siloam Clinic Pratama, Indonesia, Indonesia",SILOAM CLINIC PRATAMA,Indonesia
"RS DR KHOR GIM THEAN, INDONESIA, Indonesia",RS DR KHOR GIM THEAN,Indonesia
"RS KOWA CLINIC SURGERY FOR WOMEN, SINGAPORE, Sing",KOWA CLINIC SURGERY FOR WOMEN SINGAPORE,Singapore
"RS ISLAND HOSPITAL, MALAYSIA, Indonesia",ISLAND HOSPITAL MALAYSIA,Malaysia
"RS CENTRE FOR UROLOGY, ROBOTIC MINIMALLY INVASIVE",CENTRE FOR UROLOGY ROBOTIC MINIMALLY INVASIVE,Singapore
"RS PRODIA LABORATORIUM TEGAL, TEGAL, Indonesia",PRODIA TEGAL,Indonesia
"LAB DAN KLINIK PRODIA, SOLO, Indonesia",PRODIA SOLO,Indonesia
"RS DR B SUSANTI, INDONESIA, Indonesia",RS DR B SUSANTI,Indonesia
"RS ORCHARD HEART SPECIALIST PTE LTD, SINGAPORE, Si",ORCHARD HEART SPECIALIST PTE LTD SINGAPORE,Singapore
"RS AQUA PHYSIO REHAB CENTER, SINGAPORE, Singapore",AQUA PHYSIO REHAB CENTER SINGAPORE,Singapore
"RS AL IRSYAD SURABAYA, INDONESIA, Indonesia",RS AL IRSYAD,Indonesia
"RS LEC, INDONESIA, Indonesia",RS LEC,Indonesia
"RS APOTEK GANGSAR REJEKI, INDONESIA, Indonesia",APOTEK GANGSAR REJEKI,Indonesia
"RS N K CHIN CHEST MEDICAL CLINIC PTE LTD, SINGAPO",NK CHIN CHEST MEDICAL CLINIC PTE LTD SINGAPORE,Singapore
"RS PROF DR Dr SUBIJANTO, INDONESIA, Indonesia",RS PROF DR DR SUBIJANTO,Indonesia
"RS MAURICE CHOO CONSULTACY, SINGAPORE, Singapore",MAURICE CHOO CLINIC SINGAPORE,Singapore
